Q9FFN1	AT5G03800
Q94AQ8	AT1G64770
O23029	AT1G04560
Q9LK21	AT3G27320
Q8LED9	AT5G14310
Q6ICX4	AT1G43190
Q9MA90	AT3G05290
Q8VZS0	AT5G27520
Q9LRN9	AT3G17460
O80535	AT1G09520
Q9FMG4	AT5G64200
Q9FE62	AT5G08290
Q94CE5	AT3G22200
Q8GX46	AT2G31210
F4IQQ9	AT2G31215
Q9LND0	AT1G06170
Q84TK1	AT2G31220
F4K4L3	AT5G43100
Q9SN13	AT3G50050
Q93YV5	AT1G78420
Q940G8	AT1G17145
Q9FFV8	AT5G38640
F4IT40	AT2G44070
F4I048	AT1G48970
Q9LY23	AT5G07370
Q9FLT2	AT5G61760
Q8W4C3	AT3G25430
Q9LG26	AT1G55870
F4J7T3	AT3G24880
Q9LDX3	AT1G12600
Q29Q28	AT4G23010
B9DHT4	AT5G19330
B7U179	AT5G13060
F4ITP5	AT2G32340
Q8GXY6	AT1G05270
B5X4Z4	AT4G37670
Q84JF4	AT2G22910
P92983	AT3G30775
Q6NKX1	AT5G38710
F4JHN2	AT4G00820
Q9MAM4	AT1G01110
Q7XA83	AT4G10640
Q946Y7	AT1G28490
F4J0W8	AT3G63180
Q94KE2	AT3G22380
Q8LFL8	AT3G14080
Q945P8	AT1G19120
O23627	AT1G29880
Q9FG05	AT5G06650
Q84WI0	AT3G58070
P93751	AT2G41940
Q9LQB2	AT1G69080
A0A178VQ59	AT2G03720
Q9LF45	AT5G17390
Q9M9P7	AT3G03290
Q9C9H7	AT1G71400
Q9C9H6	AT1G71390
Q9STG6	AT3G46940
F4JM15	AT4G28706
F4K7C7	AT5G43910
Q9SU88	AT4G29590
Q9SS89	AT3G01660
Q58FX0	AT2G45760
Q941L2	AT3G61190
Q9M060	AT3G55620
Q9SGQ0	AT1G28520
Q9SLB9	AT2G42400
Q9FLP2	AT5G55210
Q8GYJ0	AT4G22320
Q9SV20	AT4G31490
O65373	AT1G12060
Q9T041	AT4G27060
F4I6M4	AT1G50890
Q8LPK7	AT1G24560
Q9FJ91	AT5G52010
Q9STI7	AT4G12240
Q8GWD5	AT2G39530
Q56X75	AT2G39518
Q7X9I0	AT1G18750
A0A1P8ASZ9	AT1G69540
Q1PFA4	AT2G03060
Q6ID84	AT2G46100
A0A1I9LSP3	AT3G04890
F4J1N5	AT3G22860
Q8RXF1	AT1G14650
Q8RWZ3	AT3G06810
P29402	AT5G61790
Q84WV5	AT2G44970
Q58FY7	AT2G38430
Q9M375	AT3G54310
Q8RXN6	AT1G60170
F4I5F1	AT1G70400
Q8VYY6	AT1G19020
Q9STS0	AT3G48180
P42339	AT1G60490
Q53YF3	AT5G27430
Q9MA96	AT3G05230
P93739	AT2G42080
Q8RXJ5	AT3G58020
Q8L763	AT2G18465
Q58G53	AT1G17400
Q5XVG3	AT1G72490
B9DFM7	AT4G21215
F4JXC7	AT5G59830
B3H544	AT5G13660
A0A1P8BGR8	AT5G48610
Q8VYG5	AT3G57120
O80500	AT2G44600
Q9M1C3	AT3G60200
Q9SIC4	AT2G31450
B9DFZ0	AT1G05900
B9DHD3	AT1G71920
Q8L7L1	AT4G21540
F2Y4A3	AT4G21534
Q9S7X6	AT5G19530
Q9LVA9	AT5G62270
O80607	AT2G02880
Q9SQR5	AT3G03970
Q5XVI1	AT1G54385
O22912	AT2G47380
Q9FNE0	AT5G40382
Q1PEB4	AT4G04980
A0A1P8AV53	AT1G11070
A0A1P8AWR9	AT1G61080
F4KFT7	AT5G32470
A8MQG7	AT2G45950
Q8LF97	AT3G61415
O04200	AT2G39970
O23249	AT2G27960
Q9SJJ5	AT2G27970
O80653	AT1G77180
Q84JY3	AT4G32295
Q0WQ76	AT3G24150
Q9M9T9	AT1G18680
A0A1I9LRA7	AT3G47490
Q940I2	AT5G03880
F4JKW0	AT4G10000
Q9T073	AT4G37860
F4IKF3	AT2G22720
F4JFR7	AT3G14140
Q39085	AT3G19820
Q9FMP3	AT5G12200
F4I4A6	AT1G10300
Q9C6I8	AT1G50920
Q9M0Y8	AT4G04910
Q94AM9	AT3G14010
Q8L793	AT1G54170
F4JZX8	AT5G41770
F4JC74	AT3G13210
Q94FN2	AT2G35630
O64884	AT2G44500
Q9SFC4	AT3G07900
Q9FMW3	AT5G63390
Q94BR4	AT1G04510
O22785	AT2G33340
Q9LSL9	AT5G65560
Q94BQ2	AT5G20000
Q9FMY4	AT5G23160
Q9LEY3	AT5G08240
Q6DSU2	AT1G06475
Q3E8F8	AT5G46295
Q8LAB7	AT5G26790
Q8L7F0	AT5G49525
Q147G2	AT4G00770
Q9T0E5	AT4G11780
F4JMR3	AT4G23020
Q9LU86	AT3G26060
A0A1P8B7H4	AT4G20760
F4IBV4	AT1G78800
Q84WV8	AT2G23420
Q8RWM2	AT4G36940
Q9FNN5	AT5G08530
Q9C587	AT5G22010
Q9M8Y0	AT3G04240
Q6NMH7	AT2G30820
F4IDQ5	AT1G06660
Q9C9M6	AT1G66740
Q9SFF8	AT3G05940
Q949Z2	AT5G26740
F4K2H9	AT5G13250
A0A1P8ANB5	AT1G28080
P57758	AT5G40670
O22607	AT2G19520
Q9SU78	AT4G29730
Q9ZUY4	AT2G27830
Q3E875	AT5G61530
Q8GWG0	AT5G60620
Q93ZE8	AT2G25110
Q9FH14	AT5G56250
F4K7K8	AT5G56240
Q9LMI1	AT1G06380
Q9LXT5	AT3G58660
Q8S8D2	AT2G42650
Q9ZSB8	AT4G10620
A8R7K9	AT3G51310
Q7X659	AT2G17790
F4I0P8	AT1G75850
Q9M340	AT3G53860
Q9MA40	AT1G05860
Q9M0B2	AT4G30480
Q9LZC0	AT5G03890
Q8GY70	AT3G10120
Q9C8D8	AT1G66070
Q8GRX2	AT5G37475
A0A1P8B4E4	AT4G30990
Q9SY09	AT4G02840
Q9SSF1	AT3G07590
Q9SL80	AT2G20010
Q0WQB7	AT2G25800
Q9MA41	AT1G05850
B7ZWR9	AT3G20350
Q9LPT5	AT1G50660
Q9ZUI0	AT2G24130
Q8S3D1	AT4G29100
Q7XHI5	AT2G20100
Q6NPP2	AT5G56120
Q9LDH9	AT3G12870
Q949R9	AT5G20090
F4KHB6	AT5G40290
Q9SR52	AT1G67550
P93832	AT1G80560
Q9SA14	AT1G31180
Q56YA5	AT2G13360
Q9M9K1	AT3G08590
O04499	AT1G09780
Q9SIE3	AT2G22230
Q9LX13	AT5G10160
Q9FJW6	AT5G67570
Q9SA76	AT1G30610
A0A1P8ANQ6	AT1G33230
Q93XX0	AT4G10430
Q9ZPY4	AT2G46550
Q9LNJ7	AT1G01240
Q94BY3	AT5G14030
Q9FY48	AT5G13530
Q9LSK9	AT5G65660
O48844	AT2G32730
Q8VYH4	AT5G15260
Q6NLZ8	AT3G01170
Q9LNV5	AT1G07360
Q9ZW36	AT2G29580
Q9FL40	AT5G07060
Q66GR8	AT1G03470
Q4PSJ7	AT4G03153
O82259	AT2G47920
Q8L611	AT3G63460
F4ICD9	AT1G18830
Q9FI94	AT5G05920
Q38814	AT5G54770
F4J738	AT3G59020
F4IRR2	AT2G31660
Q93ZJ9	AT1G80000
Q8H1F3	AT1G15280
Q9LVM9	AT5G58180
Q9ZRD6	AT5G58060
Q9S7P5	AT3G60030
F4JRN0	AT4G18740
F4IPY0	AT2G31150
Q94K75	AT1G06190
F4HZ48	AT1G75530
F4JCV6	AT3G54350
F4HPY1	AT1G60700
Q39002	AT1G80300
P92935	AT1G15500
Q9LX65	AT3G42050
Q9ZVD0	AT2G27100
Q9SIV2	AT2G20580
Q6XJG8	AT4G28470
Q9LSB9	AT3G15920
Q8S8D3	AT2G25350
F4HZX7	AT1G29200
F4HYR4	AT1G62330
Q9LYA5	AT5G14240
Q9S789	AT4G29580
Q9SU86	AT4G29610
O65896	AT2G19570
O82255	AT2G47880
Q9LYC5	AT3G62960
O04341	AT2G30540
Q9M9Y9	AT1G06830
Q9FYF4	AT1G67390
Q9LZY4	AT3G60790
Q9SAG4	AT1G80960
F4JR68	AT4G31080
Q9ZQ34	AT2G24330
F4J6V1	AT3G52250
Q9C7G1	AT1G27910
O48700	AT1G24330
Q9CAG5	AT1G67530
F4HYQ1	AT1G55160
Q9ZUN9	AT2G19530
Q42599	AT1G79010
Q9FX83	AT1G16700
Q9SJV8	AT2G01080
Q9C5M0	AT5G19760
Q2V2T9	AT5G67411
Q9SN22	AT3G49950
Q9FLF7	AT5G64610
Q9LXD7	AT5G09740
Q0WMN5	AT3G49140
F4KFP8	AT5G24060
A0A1I9LM77	AT3G59300
Q9SL67	AT2G20140
Q9LN62	AT1G19360
Q8LEK2	AT1G09330
F4J2C8	AT3G03810
Q8GZ81	AT3G30300
O04567	AT1G27190
C0LGI5	AT1G69990
Q9LSI9	AT3G28450
A0A1P8B590	AT4G14750
F4JKN4	AT4G34310
Q0WQJ1	AT5G49170
Q8LFJ2	AT3G06840
Q9LZ38	AT5G02640
Q9SNA6	AT3G46300
F4HXQ7	AT1G08800
F4INW9	AT2G30690
F4K0E8	AT5G60600
Q9SRQ4	AT3G03500
A2RVM4	AT5G17570
P42799	AT5G63570
Q42522	AT3G48730
Q96529	AT3G57610
Q9LTX3	AT5G49970
Q9LT04	AT5G23600
Q9FVP6	AT1G48860
Q9SGE9	AT1G72550
Q9FMG0	AT5G64250
P82538	AT3G55330
O80634	AT2G39470
F4JP46	AT4G17360
Q93YQ3	AT5G47435
Q9M903	AT3G06960
O80503	AT2G44640
Q05153	AT3G28730
Q8LPI5	AT4G03020
O64497	AT1G04070
Q9FNC9	AT5G43970
Q9LTV6	AT3G12800
Q8LNZ2	AT3G43210
Q8S905	AT1G18370
Q94BX2	AT3G50910
Q9ZU40	AT2G01270
Q8W4J3	AT1G15020
Q9SN90	AT3G47460
Q9C5Y4	AT5G62410
F4IN58	AT2G48060
Q9FML3	AT5G63100
Q9LU07	AT5G44590
O64614	AT2G18840
Q6ICX5	AT5G28910
Q9LT08	AT5G23540
Q8H0U4	AT2G16950
Q38961	AT3G26680
O64649	AT2G45700
Q9FFK7	AT5G05670
F4K0C4	AT5G54440
Q9FGX1	AT5G49460
O65359	AT5G26980
F4KE84	AT5G23610
Q8GY97	AT2G43240
Q9C5H6	AT3G59360
Q9FKU4	AT5G56020
Q8GZ79	AT1G04940
Q9ZQZ9	AT4G03320
Q93XX4	AT1G53590
B3H4I1	AT3G14590
F4J4K6	AT3G57890
Q66GP5	AT2G42230
Q8L8W6	AT3G02190
P51424	AT4G31985
Q9SYD8	AT1G51360
Q9SIP1	AT2G31670
Q8LCY3	AT1G76185
Q8L493	AT5G57850
Q9ZS51	AT4G04470
Q3E991	AT5G20690
Q9M1L7	AT3G42880
Q9LTV9	AT3G12760
Q9C7V7	AT1G64330
F4JZY1	AT5G41790
Q9FJ36	AT5G41780
A0A1P8ASY7	AT1G64320
Q0WT48	AT1G79940
F4JIN3	AT4G21180
Q8VYC2	AT3G20270
Q9MAU5	AT1G04970
O81153	AT1G77440
Q9XI05	AT1G21720
Q9SUM1	AT4G30230
Q9XFB1	AT4G00180
O22152	AT2G45190
A0A1P8B6J2	AT4G25225
Q8S8K5	AT2G35736
A0JPU2	AT1G52565
Q9LW03	AT3G15760
Q8VY26	AT4G32810
Q39054	AT5G20990
O80796	AT1G65260
A0A1P8BB88	AT5G04110
Q9SS38	AT3G10270
Q94BZ7	AT5G04130
F4JUE0	AT4G32590
Q9LU21	AT3G16250
A0A1P8AU61	AT1G22660
Q8L8R4	AT5G17660
Q8RWI0	AT1G54520
Q9SJA7	AT2G24580
Q93Y22	AT5G05010
O82189	AT2G19920
O82188	AT2G19930
Q9LD55	AT4G11420
Q9FGX6	AT5G49410
Q9C9B5	AT1G73940
Q94CJ5	AT5G12470
Q93VP4	AT1G07470
F4I458	AT1G04140
O80439	AT2G38140
Q9SJU8	AT2G21290
Q96255	AT4G35630
Q9SHP0	AT2G17630
Q8SAB7	AT4G16340
Q9LTZ3	AT3G27355
O22947	AT2G41730
Q9FM29	AT5G40690
A8MS85	AT1G65440
P20115	AT2G44350
Q9M1D3	AT3G60100
Q3EBL9	AT2G36680
Q9SCP9	AT3G53120
Q8W464	AT5G20180
Q93ZW3	AT1G03280
O23714	AT3G22630
O24633	AT4G14800
B7ZWR7	AT1G22460
F4KF16	AT5G64600
Q9C933	AT1G52870
F4JI90	AT4G03410
Q8RY23	AT5G18860
F4JZJ2	AT5G18890
Q949N7	AT3G26890
Q9FLL8	AT5G41110
Q84WN0	AT4G37920
Q9C8X8	AT1G36320
Q9SEI4	AT5G58290
Q9FNI0	AT5G06280
Q9SVD3	AT3G52520
Q9SEE5	AT3G06580
Q9FJH9	AT5G60760
Q93ZS1	AT3G45090
Q9LJR0	AT3G15358
A0A1P8API0	AT1G53035
Q9SRL6	AT3G11070
Q9FFG3	AT5G05520
Q9LME6	AT1G22310
F4IVP3	AT2G27060
Q0WR59	AT5G10020
Q9LKZ3	AT3G12280
A8MQR0	AT1G68910
Q8L7E5	AT5G11390
Q8RWT5	AT2G35040
Q9LIH6	AT3G18630
Q9S831	AT4G28750
Q8RU07	AT2G30200
P56797	ATCG00160
Q8RXK8	AT5G49030
Q8VY02	AT1G77270
Q9LPK4	AT1G21560
Q9S7X5	AT3G07730
F4HSW8	AT1G27430
Q9LTG3	AT5G52540
Q9FLW1	AT5G24000
Q93ZB2	AT5G25900
Q39236	AT4G24440
Q9LM25	AT1G18260
Q8LG88	AT5G47560
O03983	AT1G01470
O82355	AT2G46140
Q8LBL5	AT3G24800
Q9LX30	AT3G59410
Q9C5J3	AT5G25060
Q38929	AT5G16440
Q42553	AT3G02780
F4IBL0	AT1G65820
F4HYD7	AT1G35470
Q94BS7	AT4G09340
Q8RX25	AT4G09200
Q8S8S2	AT2G45670
Q9FXA3	AT1G49770
Q8VZG7	AT5G07350
Q9FLT0	AT5G61780
Q9SR15	AT3G04600
A0A1P8B2I9	AT2G21450
Q9SIW2	AT2G16390
A0A1P8ARG1	AT1G08300
F4JTS8	AT4G13750
Q9FXA7	AT1G56550
Q9ZSJ0	AT4G01750
Q9M146	AT4G01220
Q944S4	AT1G64300
Q9FGG5	AT5G41730
F4HSB4	AT1G01450
F4K2D7	AT5G06220
F4ICK8	AT1G32130
Q9MA52	AT3G05390
Q9M144	AT4G01240
Q9M1Q0	AT3G62240
F4IK69	AT2G47090
Q9ZV85	AT1G78670
Q9SYL6	AT1G78660
O65355	AT1G78680
F4IKX0	AT2G41520
F4K0Y5	AT5G12430
Q9M9X2	AT3G05670
Q8GWZ6	AT5G59560
Q9SR89	AT3G08890
Q9M015	AT5G01610
Q9FHW0	AT5G37070
P92961	AT2G39890
Q9SJP9	AT2G36590
P92962	AT3G55740
Q9ZU97	AT2G01690
A8MRY9	AT4G32272
A0A1P8AXP5	AT2G14695
Q9LSW9	AT5G43420
P93823	AT1G04360
Q94BX4	AT3G45100
O80358	AT1G52500
Q9FNJ9	AT5G22620
P39697	AT5G47320
Q9ZUR7	AT2G37500
Q8LGI2	AT5G39410
Q94A94	AT5G11880
F4JPL2	AT4G36080
F4IPJ1	AT2G17930
Q9FMW9	AT5G23320
O80813	AT1G65420
Q9LES5	AT3G56830
Q94A82	AT5G20070
Q9LDD8	AT4G34030
Q9SKB3	AT2G31870
Q8VYA1	AT2G31865
Q0WUZ5	AT5G65470
Q7Y030	AT4G24530
Q9FF50	AT5G60700
Q9C7E6	AT1G28070
Q5HZ54	AT2G33510
Q9LU40	AT3G21190
Q0WPA5	AT1G51630
Q9SKI3	AT2G06520
Q38942	AT1G80670
Q8W115	AT3G11397
Q8GWC3	AT5G05987
Q9LZM7	AT5G02040
A0A1I9LSN7	AT3G53830
Q9M2S1	AT3G55580
Q9S710	AT3G09450
Q84W96	AT2G28780
Q8VZ34	AT2G26210
Q38906	AT5G05000
O23680	AT1G02280
Q1PDF2	AT5G67550
Q9LES0	AT3G56880
O80683	AT2G41010
Q9M0B3	AT4G30470
O82219	AT2G23910
O82299	AT2G35410
Q6NPL0	AT4G09040
F4I3N7	AT1G63630
F4I0M0	AT1G69325
A0A1P8AQT9	AT1G13920
Q9CAF6	AT3G10690
Q1ENB6	AT1G69190
Q9FH91	AT5G67220
Q9SX29	AT1G68660
Q93WX6	AT1G08490
F4I9J7	AT1G51510
Q8LD27	AT4G31300
O04265	AT5G08160
O23264	AT4G14030
Q93WN0	AT4G14040
Q9LK38	AT3G23800
Q681K7	AT5G55490
Q8H0Y1	AT5G42960
Q8LGK6	AT5G06180
Q93YN4	AT5G22350
Q8VY98	AT4G00355
O82775	AT2G45980
Q9STU3	AT3G47700
Q8GXP1	AT1G08400
Q7DLS1	AT5G40580
Q9SK09	AT2G28490
A0A1P8APV7	AT1G55865
F4JHQ0	AT4G00930
O23085	AT4G00920
F4JFS3	AT3G14172
F4IDB4	AT1G72410
Q8GUM1	AT5G25780
F4I057	AT1G49015
Q9SJM8	AT2G36300
Q9LXI9	AT3G52760
O81062	AT2G03120
F4ISV2	AT2G32295
Q8VYS9	AT5G35730
Q9FNF6	AT5G24260
Q9M280	AT3G44450
Q9LXJ1	AT3G52740
Q9FKL7	AT5G57570
Q9XI82	AT1G14060
O82662	AT2G20420
C0LGS2	AT4G36180
Q9SUW4	AT4G22550
Q0WV86	AT3G48200
Q9SZ42	AT4G27030
O81006	AT2G22890
O04584	AT1G62190
Q84WK5	AT1G61150
F4I7D4	AT1G11110
O49286	AT1G77000
Q9LPL4	AT1G21410
Q9M9H7	AT1G71696
Q9ZV49	AT2G18690
O04547	AT1G69970
Q9M0H9	AT4G28290
Q8GW66	AT5G42110
Q96327	AT3G51800
Q9FFB3	AT5G22950
Q9LXH5	AT3G45000
Q9SGP6	AT1G28480
Q9C6F2	AT1G35210
Q9C7T1	AT1G72240
Q8L443	AT1G22470
Q9ZW84	AT2G43100
Q9ZW85	AT2G43090
P42699	AT1G20340
P11490	AT1G76100
Q93YP7	AT4G23660
Q9C5C7	AT3G24530
Q8H1G4	AT4G37560
A0A178UXH8	AT4G37550
Q9FE37	AT1G25155
Q7X9I4	AT2G38960
Q9C7S7	AT1G72280
Q1PF50	AT2G18080
A4VCL8	AT4G36190
F4K000	AT5G41970
Q9SG17	AT3G49320
Q9LZW9	AT5G01770
Q9LTK0	AT5G52200
A0A1P8B9R0	AT5G18230
Q501D4	AT1G72040
F4IZR5	AT3G03110
Q9SMV6	AT5G17020
F4I9R1	AT1G58110
F4IPL5	AT2G18100
B3H797	AT4G36210
Q9LS88	AT3G23020
Q9C9U0	AT1G73710
Q9SKB2	AT2G31880
O80854	AT2G30890
Q6IMT0	AT5G49680
Q9LY49	AT3G55960
F4JGR5	AT4G04040
Q8W4M5	AT1G12000
Q9FKQ8	AT5G65290
Q8L643	AT2G34750
A0A1P8APA8	AT1G30590
Q9FVQ1	AT1G48920
Q1PEP5	AT3G18610
Q8S3U9	AT1G76850
F4JWS8	AT5G25450
Q9SUU5	AT4G32470
Q9MAU3	AT1G04950
A0A1P8AX25	AT1G50950
Q9LJU2	AT3G20560
Q9T042	AT4G27080
O22267	AT2G47430
Q8L4H0	AT1G02970
Q0WPW4	AT1G77330
Q9LUJ7	AT3G22640
O82768	AT1G31860
A0A1P8AZN3	AT2G32520
Q9LPU1	AT1G21065
Q9FY50	AT5G13510
Q9LHH1	AT3G12370
P34047	AT3G22425
Q93VR3	AT5G28840
Q8S929	AT2G44140
Q9M1Y0	AT3G59950
Q8RXV4	AT1G09980
Q9SLU9	AT1G58350
F4JQ41	AT4G24080
O82487	AT4G10750
Q9SAC8	AT1G10740
Q9LR26	AT1G23330
F4IPK2	AT2G18000
Q9FH40	AT5G45600
F4HVV6	AT1G02080
Q8RX78	AT1G21610
Q67Z52	AT3G10220
Q8RWF0	AT5G45620
Q8GYA6	AT4G19006
Q9SU29	AT4G12570
Q9LEW0	AT5G10790
Q9FX82	AT1G16690
Q9SDS7	AT1G12840
Q9LVD7	AT5G57210
Q9SZR5	AT4G29950
A0A1P8B1P2	AT2G19240
Q9SEI2	AT3G05530
Q6NLH0	AT3G16980
Q8L5V0	AT4G16265
Q9SYP2	AT1G20950
Q9C9K3	AT1G76550
P92948	AT1G09770
O49553	AT4G21110
Q9CAH0	AT1G72530
Q9LKA5	AT3G15000
Q9SH64	AT1G64140
Q8L7Z3	AT5G18400
O64639	AT2G45590
Q9STJ8	AT4G25390
Q9FLI2	AT5G51770
A0A1P8BH03	AT5G03960
Q9LYR0	AT5G13460
Q3E8J4	AT5G41680
Q9SUQ3	AT4G23740
Q9C8K8	AT1G51560
Q8L637	AT3G21140
Q42606	AT5G40850
Q8RY80	AT1G57600
Q9SMX4	AT2G34520
Q8L7N8	AT5G16540
Q9C680	AT1G51040
Q9SXA1	AT1G49340
Q8L7R3	AT1G80950
Q9FZ82	AT1G18610
F4HTV1	AT1G74150
Q9LTU6	AT3G13230
Q39194	AT2G30570
Q8W4F3	AT1G25350
F4K2L4	AT5G19720
O64843	AT2G26280
Q05753	AT5G66055
Q9SQK3	AT5G40160
F4JHT3	AT4G02660
F4HZB2	AT1G03060
Q9LD45	AT5G47120
Q9FG38	AT5G06140
O64642	AT2G45620
Q9SHG6	AT1G17070
Q9SLC6	AT2G42330
Q9M005	AT5G01710
O81097	AT1G54250
F4IN30	AT2G42450
Q9SKI2	AT2G06530
Q9LN60	AT1G19380
Q8LFK6	AT5G65650
Q9FX76	AT1G16630
Q9SIX2	AT2G16270
Q9SJ96	AT2G04630
A0A1P8AWD6	AT1G69610
A0A1P8BD72	AT5G39785
O22263	AT2G47470
Q8GW85	AT5G25840
Q9CA85	AT1G79770
Q8GX77	AT1G61340
Q9S9T6	AT4G05010
O65416	AT4G21510
O64755	AT2G34910
Q9SY31	AT1G30850
Q9LU00	AT5G44660
O65433	AT4G20190
Q9C723	AT1G55090
Q9SCL7	AT3G57560
Q9FV81	AT1G48520
Q9FGI6	AT5G37510
O49354	AT2G30920
Q9ZNW0	AT5G55130
Q9FEA2	AT5G64050
O80575	AT2G44050
Q9CAD1	AT1G63660
Q9LY74	AT3G63410
Q9LVD0	AT5G57280
P57720	AT1G48850
Q9MBA1	AT1G44446
Q9C9Z2	AT3G08640
Q9FMQ0	AT5G12120
O81015	AT2G26920
Q9SY03	AT4G02760
Q0WRC9	AT4G02740
A0A1P8B5P2	AT4G02735
F4IF36	AT1G79350
Q94KI8	AT4G03560
Q4PT37	AT1G09470
F4K1B4	AT5G26770
Q9M9L3	AT3G05830
F4HT41	AT1G34065
Q94AG6	AT4G39460
Q5BPZ1	AT1G27110
Q9LFX3	AT1G27150
Q9ZQ18	AT2G24500
Q8H1G5	AT4G31420
F4JSH1	AT4G19180
F4I2J8	AT1G03910
Q9C9R4	AT1G78180
Q9LV81	AT5G64970
Q0WVQ3	AT3G09360
F4IN86	AT2G01280
F4J8D6	AT3G02370
Q9SLD2	AT2G19450
Q9FJW4	AT5G67590
Q93ZS6	AT3G05090
F4HXZ1	AT1G15130
Q9LU76	AT5G57100
Q9FG70	AT5G55950
O65655	AT4G39680
Q52K84	AT4G13270
Q5BPW9	AT1G52330
Q9SFV6	AT3G07260
A0A1P8B0G6	AT2G38890
F4IPZ8	AT2G37070
Q9LFI5	AT3G53320
Q9SRP7	AT3G03430
Q9LF54	AT5G17480
Q9LD90	AT3G57150
Q8RUI1	AT2G25735
Q9C688	AT1G51120
Q9SUK6	AT4G16790
Q9M221	AT3G60380
P49689	AT4G29390
Q8W5R2	AT1G31480
Q0WW26	AT4G34450
Q9LZL3	AT5G02190
O22282	AT2G39710
O23654	AT1G78900
Q9FIZ7	AT5G37830
P56771	ATCG00540
Q39055	AT2G31955
O22769	AT4G02580
Q8VYI4	AT1G14810
Q9SZR0	AT4G29890
Q944I5	AT5G08190
P49592	AT5G23090
O23052	AT1G05150
Q8S8L9	AT2G32450
Q9FXA4	AT1G49780
Q9LT79	AT3G19380
Q9SLD9	AT2G16800
Q94A99	AT4G35080
O22208	AT2G40950
Q9LXX4	AT3G56660
Q9SG86	AT3G10800
A0A1I9LLD2	AT3G19920
F4KDK4	AT5G64230
Q9FX53	AT1G13450
Q9LU92	AT3G25990
Q9LY62	AT3G55830
Q6NQD9	AT5G19480
Q9FMP0	AT5G12230
Q0WWE3	AT1G15120
F4HR91	AT1G33610
A0A1P8AWX3	AT1G33590
Q9XIJ5	AT1G10560
O80742	AT1G60190
F4JDN8	AT3G26700
Q9LY50	AT3G55950
Q94JU3	AT1G02090
Q6IDS6	AT3G08505
Q96251	AT5G13450
Q9ZSZ8	AT3G54170
P93743	AT2G42040
Q8GWS7	AT5G58210
Q8L641	AT3G52170
Q3EBZ0	AT2G17305
Q9M1Q1	AT3G62230
Q9C7X8	AT1G56400
Q38861	AT5G41370
Q8W583	AT1G68260
Q9C7I8	AT1G35250
P49077	AT3G20330
Q02166	AT5G17990
Q5M731	AT1G22940
O23461	AT4G16130
A0A1I9LRU1	AT3G42850
Q93Z96	AT4G03205
Q9LYU5	AT5G13310
Q9FFX8	AT5G13970
Q9LFX8	AT1G27090
Q9LJ40	AT3G24690
Q6Q151	AT1G53720
Q7DLR9	AT1G56450
Q9LPY3	AT1G11520
F4JZ91	AT5G05240
Q94EI6	AT2G40630
F4JCU3	AT3G54250
Q8RXC2	AT2G27900
Q9ZUD4	AT1G23600
Q9ZUD8	AT1G23560
F4I5G3	AT1G70480
Q9FXT6	AT5G62810
Q9SFB6	AT3G07980
B5X582	AT1G30680
Q9S736	AT3G07780
Q9LUB7	AT5G48160
Q9FG36	AT5G06690
Q8VZT6	AT5G04260
Q8L6Z3	AT4G38280
Q9M267	AT3G61980
F4JG23	AT4G01575
Q494P3	AT3G17770
F4HYF4	AT1G48430
Q9LW88	AT3G15970
Q9C829	AT1G52380
F4HVW5	AT1G02120
A7UL74	AT4G31400
Q9LDC0	AT3G21640
Q9FNQ0	AT5G61150
Q8S9I4	AT4G02720
O23047	AT1G05210
Q9ZV66	AT2G32380
Q9ZT71	AT4G03430
Q5XV40	AT5G14090
Q9FY58	AT5G11070
Q9FYR2	AT5G35090
Q8GY13	AT2G38500
Q9MA02	AT1G79760
F4IVL6	AT2G26890
Q9CAI4	AT1G72690
Q9LNQ6	AT1G17490
Q9LTS1	AT5G57000
A0A1P8BAM2	AT5G06265
Q9LXM0	AT3G44280
F4HXV6	AT1G14850
Q9CAJ1	AT1G72790
F4KAI4	AT5G57070
P26289	ATCG01070
Q43316	AT5G08280
Q9S841	AT3G50820
P23321	AT5G66570
Q9ZQH0	AT2G27490
Q9C920	AT1G53000
F4J355	AT3G44620
Q6Q1P4	AT3G54670
Q9LFG2	AT3G53580
Q9XID3	AT1G34300
Q0WNP8	AT2G33990
Q9LKA0	AT3G15050
Q94BP7	AT5G40740
Q9SUB3	AT4G21010
Q8VZJ5	AT5G23575
Q9FNN8	AT5G08500
Q9SCN0	AT3G57420
Q9LJL3	AT3G19170
Q8VY06	AT1G49630
Q9LYU2	AT5G13340
P0CB26	AT1G10890
Q944J0	AT2G22425
Q84MC9	AT4G40042
Q8VZM1	AT1G80410
Q8GWC7	AT1G72170
Q8LAJ9	AT1G22520
Q9M310	AT3G61590
F4JVN6	AT4G20850
Q8W4P9	AT3G28430
Q93ZX4	AT1G56290
Q8GXC5	AT1G75560
Q0WPT6	AT4G37110
Q1PF11	AT2G23530
Q8VWK0	AT5G64760
Q9SI62	AT2G16530
O82221	AT2G23930
Q9CAX7	AT3G11500
Q9LVX1	AT3G27700
Q9LVM5	AT5G58220
Q9SX86	AT1G47560
Q9LFF4	AT3G53670
Q9ZUR8	AT2G37480
Q8LBX7	AT1G43790
Q9FI79	AT5G48920
Q9FMI2	AT5G43020
A0A1I9LQ53	AT3G50230
Q93Y06	AT5G67200
Q8L956	AT1G20310
Q9SGS5	AT1G76070
P34066	AT5G42790
O23712	AT1G47250
