genes	chrom	block	hex	rgb
AT3G08880	3	F	#a5adb5	165,173,181
AT3G08885	3	F	#a5adb5	165,173,181
AT3G08890	3	F	#a5adb5	165,173,181
AT3G08900	3	F	#a5adb5	165,173,181
AT3G08910	3	F	#a5adb5	165,173,181
AT3G08920	3	F	#a5adb5	165,173,181
AT3G08930	3	F	#a5adb5	165,173,181
AT3G08940	3	F	#a5adb5	165,173,181
AT3G08943	3	F	#a5adb5	165,173,181
AT3G08947	3	F	#a5adb5	165,173,181
AT3G08950	3	F	#a5adb5	165,173,181
AT3G08960	3	F	#a5adb5	165,173,181
AT3G08970	3	F	#a5adb5	165,173,181
AT3G08980	3	F	#a5adb5	165,173,181
AT3G08990	3	F	#a5adb5	165,173,181
AT3G09000	3	F	#a5adb5	165,173,181
AT3G09010	3	F	#a5adb5	165,173,181
AT3G09020	3	F	#a5adb5	165,173,181
AT3G09030	3	F	#a5adb5	165,173,181
AT3G09032	3	F	#a5adb5	165,173,181
AT3G09035	3	F	#a5adb5	165,173,181
AT3G09040	3	F	#a5adb5	165,173,181
AT3G09050	3	F	#a5adb5	165,173,181
AT3G09060	3	F	#a5adb5	165,173,181
AT3G09070	3	F	#a5adb5	165,173,181
AT3G09080	3	F	#a5adb5	165,173,181
AT3G09085	3	F	#a5adb5	165,173,181
AT3G09090	3	F	#a5adb5	165,173,181
AT3G09100	3	F	#a5adb5	165,173,181
AT3G09110	3	F	#a5adb5	165,173,181
AT3G09120	3	F	#a5adb5	165,173,181
AT3G09130	3	F	#a5adb5	165,173,181
AT3G09140	3	F	#a5adb5	165,173,181
AT3G09150	3	F	#a5adb5	165,173,181
AT3G09160	3	F	#a5adb5	165,173,181
AT3G09162	3	F	#a5adb5	165,173,181
AT3G09165	3	F	#a5adb5	165,173,181
AT3G09170	3	F	#a5adb5	165,173,181
AT3G09180	3	F	#a5adb5	165,173,181
AT3G09190	3	F	#a5adb5	165,173,181
AT3G09200	3	F	#a5adb5	165,173,181
AT3G09210	3	F	#a5adb5	165,173,181
AT3G09220	3	F	#a5adb5	165,173,181
AT3G09230	3	F	#a5adb5	165,173,181
AT3G09240	3	F	#a5adb5	165,173,181
AT3G09250	3	F	#a5adb5	165,173,181
AT3G09260	3	F	#a5adb5	165,173,181
AT3G09270	3	F	#a5adb5	165,173,181
AT3G09280	3	F	#a5adb5	165,173,181
AT3G09285	3	F	#a5adb5	165,173,181
AT3G09290	3	F	#a5adb5	165,173,181
AT3G09300	3	F	#a5adb5	165,173,181
AT3G09310	3	F	#a5adb5	165,173,181
AT3G09320	3	F	#a5adb5	165,173,181
AT3G09330	3	F	#a5adb5	165,173,181
AT3G09340	3	F	#a5adb5	165,173,181
AT3G09350	3	F	#a5adb5	165,173,181
AT3G09360	3	F	#a5adb5	165,173,181
AT3G09370	3	F	#a5adb5	165,173,181
AT3G09375	3	F	#a5adb5	165,173,181
AT3G09380	3	F	#a5adb5	165,173,181
AT3G09385	3	F	#a5adb5	165,173,181
AT3G09390	3	F	#a5adb5	165,173,181
AT3G09400	3	F	#a5adb5	165,173,181
AT3G09405	3	F	#a5adb5	165,173,181
AT3G09410	3	F	#a5adb5	165,173,181
AT3G09430	3	F	#a5adb5	165,173,181
AT3G09440	3	F	#a5adb5	165,173,181
AT3G09450	3	F	#a5adb5	165,173,181
AT3G09470	3	F	#a5adb5	165,173,181
AT3G09480	3	F	#a5adb5	165,173,181
AT3G09490	3	F	#a5adb5	165,173,181
AT3G09500	3	F	#a5adb5	165,173,181
AT3G09505	3	F	#a5adb5	165,173,181
AT3G09510	3	F	#a5adb5	165,173,181
AT3G09520	3	F	#a5adb5	165,173,181
AT3G09530	3	F	#a5adb5	165,173,181
AT3G09540	3	F	#a5adb5	165,173,181
AT3G09550	3	F	#a5adb5	165,173,181
AT3G09560	3	F	#a5adb5	165,173,181
AT3G09570	3	F	#a5adb5	165,173,181
AT3G09580	3	F	#a5adb5	165,173,181
AT3G09585	3	F	#a5adb5	165,173,181
AT3G09590	3	F	#a5adb5	165,173,181
AT3G09595	3	F	#a5adb5	165,173,181
AT3G09600	3	F	#a5adb5	165,173,181
AT3G09620	3	F	#a5adb5	165,173,181
AT3G09630	3	F	#a5adb5	165,173,181
AT3G09640	3	F	#a5adb5	165,173,181
AT3G09650	3	F	#a5adb5	165,173,181
AT3G09660	3	F	#a5adb5	165,173,181
AT3G09670	3	F	#a5adb5	165,173,181
AT3G09680	3	F	#a5adb5	165,173,181
AT3G09690	3	F	#a5adb5	165,173,181
AT3G09700	3	F	#a5adb5	165,173,181
AT3G09710	3	F	#a5adb5	165,173,181
AT3G09720	3	F	#a5adb5	165,173,181
AT3G09730	3	F	#a5adb5	165,173,181
AT3G09735	3	F	#a5adb5	165,173,181
AT3G09740	3	F	#a5adb5	165,173,181
AT3G09750	3	F	#a5adb5	165,173,181
AT3G09760	3	F	#a5adb5	165,173,181
AT3G09770	3	F	#a5adb5	165,173,181
AT3G09780	3	F	#a5adb5	165,173,181
AT3G09790	3	F	#a5adb5	165,173,181
AT3G09800	3	F	#a5adb5	165,173,181
AT3G09810	3	F	#a5adb5	165,173,181
AT3G09820	3	F	#a5adb5	165,173,181
AT3G09830	3	F	#a5adb5	165,173,181
AT3G09840	3	F	#a5adb5	165,173,181
AT3G09850	3	F	#a5adb5	165,173,181
AT3G09860	3	F	#a5adb5	165,173,181
AT3G09863	3	F	#a5adb5	165,173,181
AT3G09870	3	F	#a5adb5	165,173,181
AT3G09880	3	F	#a5adb5	165,173,181
AT3G09890	3	F	#a5adb5	165,173,181
AT3G09900	3	F	#a5adb5	165,173,181
AT3G09910	3	F	#a5adb5	165,173,181
AT3G09920	3	F	#a5adb5	165,173,181
AT3G09915	3	F	#a5adb5	165,173,181
AT3G09922	3	F	#a5adb5	165,173,181
AT3G09925	3	F	#a5adb5	165,173,181
AT3G09930	3	F	#a5adb5	165,173,181
AT3G09940	3	F	#a5adb5	165,173,181
AT3G09950	3	F	#a5adb5	165,173,181
AT3G09960	3	F	#a5adb5	165,173,181
AT3G09970	3	F	#a5adb5	165,173,181
AT3G09975	3	F	#a5adb5	165,173,181
AT3G09980	3	F	#a5adb5	165,173,181
AT3G09990	3	F	#a5adb5	165,173,181
AT3G10000	3	F	#a5adb5	165,173,181
AT3G10010	3	F	#a5adb5	165,173,181
AT3G10015	3	F	#a5adb5	165,173,181
AT3G10020	3	F	#a5adb5	165,173,181
AT3G10030	3	F	#a5adb5	165,173,181
AT3G10035	3	F	#a5adb5	165,173,181
AT3G10040	3	F	#a5adb5	165,173,181
AT3G10050	3	F	#a5adb5	165,173,181
AT3G10060	3	F	#a5adb5	165,173,181
AT3G10070	3	F	#a5adb5	165,173,181
AT3G10080	3	F	#a5adb5	165,173,181
AT3G10090	3	F	#a5adb5	165,173,181
AT3G10100	3	F	#a5adb5	165,173,181
AT3G10110	3	F	#a5adb5	165,173,181
AT3G10113	3	F	#a5adb5	165,173,181
AT3G10114	3	F	#a5adb5	165,173,181
AT3G10116	3	F	#a5adb5	165,173,181
AT3G10120	3	F	#a5adb5	165,173,181
AT3G10130	3	F	#a5adb5	165,173,181
AT3G10140	3	F	#a5adb5	165,173,181
AT3G10150	3	F	#a5adb5	165,173,181
AT3G10160	3	F	#a5adb5	165,173,181
AT3G10185	3	F	#a5adb5	165,173,181
AT3G10180	3	F	#a5adb5	165,173,181
AT3G10190	3	F	#a5adb5	165,173,181
AT3G10195	3	F	#a5adb5	165,173,181
AT3G10200	3	F	#a5adb5	165,173,181
AT3G10210	3	F	#a5adb5	165,173,181
AT3G10220	3	F	#a5adb5	165,173,181
AT3G10230	3	F	#a5adb5	165,173,181
AT3G10240	3	F	#a5adb5	165,173,181
AT3G10250	3	F	#a5adb5	165,173,181
AT3G10260	3	F	#a5adb5	165,173,181
AT3G10270	3	F	#a5adb5	165,173,181
AT3G10280	3	F	#a5adb5	165,173,181
AT3G10282	3	F	#a5adb5	165,173,181
AT3G10290	3	F	#a5adb5	165,173,181
AT3G10300	3	F	#a5adb5	165,173,181
AT3G10310	3	F	#a5adb5	165,173,181
AT3G10320	3	F	#a5adb5	165,173,181
AT3G10330	3	F	#a5adb5	165,173,181
AT3G10340	3	F	#a5adb5	165,173,181
AT3G10350	3	F	#a5adb5	165,173,181
AT3G10360	3	F	#a5adb5	165,173,181
AT3G10370	3	F	#a5adb5	165,173,181
AT3G10380	3	F	#a5adb5	165,173,181
AT3G10390	3	F	#a5adb5	165,173,181
AT3G10400	3	F	#a5adb5	165,173,181
AT3G10405	3	F	#a5adb5	165,173,181
AT3G10410	3	F	#a5adb5	165,173,181
AT3G10415	3	F	#a5adb5	165,173,181
AT3G10420	3	F	#a5adb5	165,173,181
AT3G10430	3	F	#a5adb5	165,173,181
AT3G10439	3	F	#a5adb5	165,173,181
AT3G10440	3	F	#a5adb5	165,173,181
AT3G10450	3	F	#a5adb5	165,173,181
AT3G10460	3	F	#a5adb5	165,173,181
AT3G10470	3	F	#a5adb5	165,173,181
AT3G10480	3	F	#a5adb5	165,173,181
AT3G10490	3	F	#a5adb5	165,173,181
AT3G10500	3	F	#a5adb5	165,173,181
AT3G10510	3	F	#a5adb5	165,173,181
AT3G10520	3	F	#a5adb5	165,173,181
AT3G10525	3	F	#a5adb5	165,173,181
AT3G10526	3	F	#a5adb5	165,173,181
AT3G10530	3	F	#a5adb5	165,173,181
AT3G10540	3	F	#a5adb5	165,173,181
AT3G10550	3	F	#a5adb5	165,173,181
AT3G10560	3	F	#a5adb5	165,173,181
AT3G10570	3	F	#a5adb5	165,173,181
AT3G10572	3	F	#a5adb5	165,173,181
AT3G10575	3	F	#a5adb5	165,173,181
AT3G10580	3	F	#a5adb5	165,173,181
AT3G10585	3	F	#a5adb5	165,173,181
AT3G10590	3	F	#a5adb5	165,173,181
AT3G10595	3	F	#a5adb5	165,173,181
AT3G10600	3	F	#a5adb5	165,173,181
AT3G10610	3	F	#a5adb5	165,173,181
AT3G10620	3	F	#a5adb5	165,173,181
AT3G10630	3	F	#a5adb5	165,173,181
AT3G10640	3	F	#a5adb5	165,173,181
AT3G10650	3	F	#a5adb5	165,173,181
AT3G10660	3	F	#a5adb5	165,173,181
AT3G10670	3	F	#a5adb5	165,173,181
AT3G10680	3	F	#a5adb5	165,173,181
AT3G10690	3	F	#a5adb5	165,173,181
AT3G10700	3	F	#a5adb5	165,173,181
AT3G10710	3	F	#a5adb5	165,173,181
AT3G10720	3	F	#a5adb5	165,173,181
AT3G10730	3	F	#a5adb5	165,173,181
AT3G10740	3	F	#a5adb5	165,173,181
AT3G10745	3	F	#a5adb5	165,173,181
AT3G10750	3	F	#a5adb5	165,173,181
AT3G10760	3	F	#a5adb5	165,173,181
AT3G10770	3	F	#a5adb5	165,173,181
AT3G10780	3	F	#a5adb5	165,173,181
AT3G10790	3	F	#a5adb5	165,173,181
AT3G10800	3	F	#a5adb5	165,173,181
AT3G10810	3	F	#a5adb5	165,173,181
AT3G10815	3	F	#a5adb5	165,173,181
AT3G10820	3	F	#a5adb5	165,173,181
AT3G10840	3	F	#a5adb5	165,173,181
AT3G10845	3	F	#a5adb5	165,173,181
AT3G10850	3	F	#a5adb5	165,173,181
AT3G10860	3	F	#a5adb5	165,173,181
AT3G10870	3	F	#a5adb5	165,173,181
AT3G10880	3	F	#a5adb5	165,173,181
AT3G10890	3	F	#a5adb5	165,173,181
AT3G10900	3	F	#a5adb5	165,173,181
AT3G10910	3	F	#a5adb5	165,173,181
AT3G10912	3	F	#a5adb5	165,173,181
AT3G10915	3	F	#a5adb5	165,173,181
AT3G10920	3	F	#a5adb5	165,173,181
AT3G10930	3	F	#a5adb5	165,173,181
AT3G10940	3	F	#a5adb5	165,173,181
AT3G10950	3	F	#a5adb5	165,173,181
AT3G10960	3	F	#a5adb5	165,173,181
AT3G10970	3	F	#a5adb5	165,173,181
AT3G10974	3	F	#a5adb5	165,173,181
AT3G10980	3	F	#a5adb5	165,173,181
AT3G10985	3	F	#a5adb5	165,173,181
AT3G10986	3	F	#a5adb5	165,173,181
AT3G10990	3	F	#a5adb5	165,173,181
AT3G11000	3	F	#a5adb5	165,173,181
AT3G11010	3	F	#a5adb5	165,173,181
AT3G11020	3	F	#a5adb5	165,173,181
AT3G11030	3	F	#a5adb5	165,173,181
AT3G11040	3	F	#a5adb5	165,173,181
AT3G11050	3	F	#a5adb5	165,173,181
AT3G11060	3	F	#a5adb5	165,173,181
AT3G11070	3	F	#a5adb5	165,173,181
AT3G11080	3	F	#a5adb5	165,173,181
AT3G11090	3	F	#a5adb5	165,173,181
AT3G11100	3	F	#a5adb5	165,173,181
AT3G11110	3	F	#a5adb5	165,173,181
AT3G11120	3	F	#a5adb5	165,173,181
AT3G11130	3	F	#a5adb5	165,173,181
AT3G11150	3	F	#a5adb5	165,173,181
AT3G11160	3	F	#a5adb5	165,173,181
AT3G11165	3	F	#a5adb5	165,173,181
AT3G11170	3	F	#a5adb5	165,173,181
AT3G11180	3	F	#a5adb5	165,173,181
AT3G11200	3	F	#a5adb5	165,173,181
AT3G11210	3	F	#a5adb5	165,173,181
AT3G11220	3	F	#a5adb5	165,173,181
AT3G11230	3	F	#a5adb5	165,173,181
AT3G11240	3	F	#a5adb5	165,173,181
AT3G11250	3	F	#a5adb5	165,173,181
AT3G11260	3	F	#a5adb5	165,173,181
AT3G11270	3	F	#a5adb5	165,173,181
AT3G11280	3	F	#a5adb5	165,173,181
AT3G11285	3	F	#a5adb5	165,173,181
AT3G11290	3	F	#a5adb5	165,173,181
AT3G11300	3	F	#a5adb5	165,173,181
AT3G11310	3	F	#a5adb5	165,173,181
AT3G11320	3	F	#a5adb5	165,173,181
AT3G11325	3	F	#a5adb5	165,173,181
AT3G11330	3	F	#a5adb5	165,173,181
AT3G11340	3	F	#a5adb5	165,173,181
AT3G11350	3	F	#a5adb5	165,173,181
AT3G11370	3	F	#a5adb5	165,173,181
AT3G11380	3	F	#a5adb5	165,173,181
AT3G11385	3	F	#a5adb5	165,173,181
AT3G11390	3	F	#a5adb5	165,173,181
AT3G11402	3	F	#a5adb5	165,173,181
AT3G11395	3	F	#a5adb5	165,173,181
AT3G11397	3	F	#a5adb5	165,173,181
AT3G11400	3	F	#a5adb5	165,173,181
AT3G11405	3	F	#a5adb5	165,173,181
AT3G11410	3	F	#a5adb5	165,173,181
AT3G11415	3	F	#a5adb5	165,173,181
AT3G11420	3	F	#a5adb5	165,173,181
AT3G11430	3	F	#a5adb5	165,173,181
AT3G11435	3	F	#a5adb5	165,173,181
AT3G11440	3	F	#a5adb5	165,173,181
AT3G11450	3	F	#a5adb5	165,173,181
AT3G11460	3	F	#a5adb5	165,173,181
AT3G11470	3	F	#a5adb5	165,173,181
AT3G11480	3	F	#a5adb5	165,173,181
AT3G11490	3	F	#a5adb5	165,173,181
AT3G11500	3	F	#a5adb5	165,173,181
AT3G11505	3	F	#a5adb5	165,173,181
AT3G11510	3	F	#a5adb5	165,173,181
AT3G11520	3	F	#a5adb5	165,173,181
AT3G11530	3	F	#a5adb5	165,173,181
AT3G11540	3	F	#a5adb5	165,173,181
AT3G11550	3	F	#a5adb5	165,173,181
AT3G11560	3	F	#a5adb5	165,173,181
AT3G11570	3	F	#a5adb5	165,173,181
AT3G11580	3	F	#a5adb5	165,173,181
AT3G11590	3	F	#a5adb5	165,173,181
AT3G11591	3	F	#a5adb5	165,173,181
AT3G11600	3	F	#a5adb5	165,173,181
AT3G11620	3	F	#a5adb5	165,173,181
AT3G11630	3	F	#a5adb5	165,173,181
AT3G11640	3	F	#a5adb5	165,173,181
AT3G11650	3	F	#a5adb5	165,173,181
AT3G11660	3	F	#a5adb5	165,173,181
AT3G11670	3	F	#a5adb5	165,173,181
AT3G11673	3	F	#a5adb5	165,173,181
AT3G11680	3	F	#a5adb5	165,173,181
AT3G11690	3	F	#a5adb5	165,173,181
AT3G11700	3	F	#a5adb5	165,173,181
AT3G11710	3	F	#a5adb5	165,173,181
AT3G11720	3	F	#a5adb5	165,173,181
AT3G11730	3	F	#a5adb5	165,173,181
AT3G11740	3	F	#a5adb5	165,173,181
AT3G11745	3	F	#a5adb5	165,173,181
AT3G11750	3	F	#a5adb5	165,173,181
AT3G11760	3	F	#a5adb5	165,173,181
AT3G11770	3	F	#a5adb5	165,173,181
AT3G11773	3	F	#a5adb5	165,173,181
AT3G11780	3	F	#a5adb5	165,173,181
AT3G11800	3	F	#a5adb5	165,173,181
AT3G11810	3	F	#a5adb5	165,173,181
AT3G11820	3	F	#a5adb5	165,173,181
AT3G11825	3	F	#a5adb5	165,173,181
AT3G11830	3	F	#a5adb5	165,173,181
AT3G11840	3	F	#a5adb5	165,173,181
AT3G11850	3	F	#a5adb5	165,173,181
AT3G11860	3	F	#a5adb5	165,173,181
AT3G11870	3	F	#a5adb5	165,173,181
AT3G11880	3	F	#a5adb5	165,173,181
AT3G11890	3	F	#a5adb5	165,173,181
AT3G11900	3	F	#a5adb5	165,173,181
AT3G11910	3	F	#a5adb5	165,173,181
AT3G11920	3	F	#a5adb5	165,173,181
AT3G11930	3	F	#a5adb5	165,173,181
AT3G11940	3	F	#a5adb5	165,173,181
AT3G11945	3	F	#a5adb5	165,173,181
AT3G11950	3	F	#a5adb5	165,173,181
AT3G11960	3	F	#a5adb5	165,173,181
AT3G11964	3	F	#a5adb5	165,173,181
AT3G11970	3	F	#a5adb5	165,173,181
AT3G11980	3	F	#a5adb5	165,173,181
AT3G11990	3	F	#a5adb5	165,173,181
AT3G12000	3	F	#a5adb5	165,173,181
AT3G12010	3	F	#a5adb5	165,173,181
AT3G12012	3	F	#a5adb5	165,173,181
AT3G12020	3	F	#a5adb5	165,173,181
AT3G12030	3	F	#a5adb5	165,173,181
AT3G12040	3	F	#a5adb5	165,173,181
AT3G12050	3	F	#a5adb5	165,173,181
AT3G12060	3	F	#a5adb5	165,173,181
AT3G12070	3	F	#a5adb5	165,173,181
AT3G12080	3	F	#a5adb5	165,173,181
AT3G12090	3	F	#a5adb5	165,173,181
AT3G12100	3	F	#a5adb5	165,173,181
AT3G12110	3	F	#a5adb5	165,173,181
AT3G12120	3	F	#a5adb5	165,173,181
AT3G12130	3	F	#a5adb5	165,173,181
AT3G12140	3	F	#a5adb5	165,173,181
AT3G12143	3	F	#a5adb5	165,173,181
AT3G12145	3	F	#a5adb5	165,173,181
AT3G12150	3	F	#a5adb5	165,173,181
AT3G12160	3	F	#a5adb5	165,173,181
AT3G12170	3	F	#a5adb5	165,173,181
AT3G12180	3	F	#a5adb5	165,173,181
AT3G12190	3	F	#a5adb5	165,173,181
AT3G12200	3	F	#a5adb5	165,173,181
AT3G12203	3	F	#a5adb5	165,173,181
AT3G12210	3	F	#a5adb5	165,173,181
AT3G12220	3	F	#a5adb5	165,173,181
AT3G12230	3	F	#a5adb5	165,173,181
AT3G12240	3	F	#a5adb5	165,173,181
AT3G12250	3	F	#a5adb5	165,173,181
AT3G12260	3	F	#a5adb5	165,173,181
AT3G12270	3	F	#a5adb5	165,173,181
AT3G12280	3	F	#a5adb5	165,173,181
AT3G12290	3	F	#a5adb5	165,173,181
AT3G12300	3	F	#a5adb5	165,173,181
AT3G12320	3	F	#a5adb5	165,173,181
AT3G12340	3	F	#a5adb5	165,173,181
AT3G12345	3	F	#a5adb5	165,173,181
AT3G12350	3	F	#a5adb5	165,173,181
AT3G12360	3	F	#a5adb5	165,173,181
AT3G12370	3	F	#a5adb5	165,173,181
AT3G12380	3	F	#a5adb5	165,173,181
AT3G12385	3	F	#a5adb5	165,173,181
AT3G12390	3	F	#a5adb5	165,173,181
AT3G12400	3	F	#a5adb5	165,173,181
AT3G12410	3	F	#a5adb5	165,173,181
AT3G12420	3	F	#a5adb5	165,173,181
AT3G12430	3	F	#a5adb5	165,173,181
AT3G12440	3	F	#a5adb5	165,173,181
AT3G12450	3	F	#a5adb5	165,173,181
AT3G12460	3	F	#a5adb5	165,173,181
AT3G12470	3	F	#a5adb5	165,173,181
AT3G12480	3	F	#a5adb5	165,173,181
AT3G12490	3	F	#a5adb5	165,173,181
AT3G12500	3	F	#a5adb5	165,173,181
AT3G12502	3	F	#a5adb5	165,173,181
AT3G12510	3	F	#a5adb5	165,173,181
AT3G12520	3	F	#a5adb5	165,173,181
AT3G12530	3	F	#a5adb5	165,173,181
AT3G12540	3	F	#a5adb5	165,173,181
AT3G12545	3	F	#a5adb5	165,173,181
AT3G12550	3	F	#a5adb5	165,173,181
AT3G12560	3	F	#a5adb5	165,173,181
AT3G12570	3	F	#a5adb5	165,173,181
AT3G12580	3	F	#a5adb5	165,173,181
AT3G12587	3	F	#a5adb5	165,173,181
AT3G12585	3	F	#a5adb5	165,173,181
AT3G12590	3	F	#a5adb5	165,173,181
AT3G12600	3	F	#a5adb5	165,173,181
AT3G12610	3	F	#a5adb5	165,173,181
AT3G12620	3	F	#a5adb5	165,173,181
AT3G12630	3	F	#a5adb5	165,173,181
AT3G12640	3	F	#a5adb5	165,173,181
AT3G12650	3	F	#a5adb5	165,173,181
AT3G12660	3	F	#a5adb5	165,173,181
AT3G12670	3	F	#a5adb5	165,173,181
AT3G12680	3	F	#a5adb5	165,173,181
AT3G12685	3	F	#a5adb5	165,173,181
AT3G12690	3	F	#a5adb5	165,173,181
AT3G12700	3	F	#a5adb5	165,173,181
AT3G12710	3	F	#a5adb5	165,173,181
AT3G12720	3	F	#a5adb5	165,173,181
AT3G12730	3	F	#a5adb5	165,173,181
AT3G12740	3	F	#a5adb5	165,173,181
AT3G12750	3	F	#a5adb5	165,173,181
AT3G12760	3	F	#a5adb5	165,173,181
AT3G12770	3	F	#a5adb5	165,173,181
AT3G12775	3	F	#a5adb5	165,173,181
AT3G12780	3	F	#a5adb5	165,173,181
AT3G12800	3	F	#a5adb5	165,173,181
AT3G12810	3	F	#a5adb5	165,173,181
AT3G12820	3	F	#a5adb5	165,173,181
AT3G12830	3	F	#a5adb5	165,173,181
AT3G12835	3	F	#a5adb5	165,173,181
AT3G12840	3	F	#a5adb5	165,173,181
AT3G12850	3	F	#a5adb5	165,173,181
AT3G12860	3	F	#a5adb5	165,173,181
AT3G12870	3	F	#a5adb5	165,173,181
AT3G12880	3	F	#a5adb5	165,173,181
AT3G12890	3	F	#a5adb5	165,173,181
AT3G12900	3	F	#a5adb5	165,173,181
AT3G12910	3	F	#a5adb5	165,173,181
AT3G12915	3	F	#a5adb5	165,173,181
AT3G12920	3	F	#a5adb5	165,173,181
AT3G12930	3	F	#a5adb5	165,173,181
AT3G12940	3	F	#a5adb5	165,173,181
AT3G12950	3	F	#a5adb5	165,173,181
AT3G12955	3	F	#a5adb5	165,173,181
AT3G12960	3	F	#a5adb5	165,173,181
AT3G12965	3	F	#a5adb5	165,173,181
AT3G12970	3	F	#a5adb5	165,173,181
AT3G12977	3	F	#a5adb5	165,173,181
AT3G12980	3	F	#a5adb5	165,173,181
AT3G12981	3	F	#a5adb5	165,173,181
AT3G12990	3	F	#a5adb5	165,173,181
AT3G13000	3	F	#a5adb5	165,173,181
AT3G13010	3	F	#a5adb5	165,173,181
AT3G13020	3	F	#a5adb5	165,173,181
AT3G13030	3	F	#a5adb5	165,173,181
AT3G13040	3	F	#a5adb5	165,173,181
AT3G13050	3	F	#a5adb5	165,173,181
AT3G13060	3	F	#a5adb5	165,173,181
AT3G13061	3	F	#a5adb5	165,173,181
AT3G13062	3	F	#a5adb5	165,173,181
AT3G13065	3	F	#a5adb5	165,173,181
AT3G13070	3	F	#a5adb5	165,173,181
AT3G13080	3	F	#a5adb5	165,173,181
AT3G13090	3	F	#a5adb5	165,173,181
AT3G13100	3	F	#a5adb5	165,173,181
AT3G13110	3	F	#a5adb5	165,173,181
AT3G13120	3	F	#a5adb5	165,173,181
AT3G13130	3	F	#a5adb5	165,173,181
AT3G13140	3	F	#a5adb5	165,173,181
AT3G13150	3	F	#a5adb5	165,173,181
AT3G13160	3	F	#a5adb5	165,173,181
AT3G13170	3	F	#a5adb5	165,173,181
AT3G13175	3	F	#a5adb5	165,173,181
AT3G13180	3	F	#a5adb5	165,173,181
AT3G13190	3	F	#a5adb5	165,173,181
AT3G13200	3	F	#a5adb5	165,173,181
AT3G13205	3	F	#a5adb5	165,173,181
AT3G13210	3	F	#a5adb5	165,173,181
AT3G13220	3	F	#a5adb5	165,173,181
AT3G13222	3	F	#a5adb5	165,173,181
AT3G13223	3	F	#a5adb5	165,173,181
AT3G13224	3	F	#a5adb5	165,173,181
AT3G13227	3	F	#a5adb5	165,173,181
AT3G13225	3	F	#a5adb5	165,173,181
AT3G13226	3	F	#a5adb5	165,173,181
AT3G13228	3	F	#a5adb5	165,173,181
AT3G13229	3	F	#a5adb5	165,173,181
AT3G13230	3	F	#a5adb5	165,173,181
AT3G13235	3	F	#a5adb5	165,173,181
AT3G13240	3	F	#a5adb5	165,173,181
AT3G13250	3	F	#a5adb5	165,173,181
AT3G13260	3	F	#a5adb5	165,173,181
AT3G13270	3	F	#a5adb5	165,173,181
AT3G13275	3	F	#a5adb5	165,173,181
AT3G13277	3	F	#a5adb5	165,173,181
AT3G13280	3	F	#a5adb5	165,173,181
AT3G13290	3	F	#a5adb5	165,173,181
AT3G13300	3	F	#a5adb5	165,173,181
AT3G13310	3	F	#a5adb5	165,173,181
AT3G13320	3	F	#a5adb5	165,173,181
AT3G13330	3	F	#a5adb5	165,173,181
AT3G13335	3	F	#a5adb5	165,173,181
AT3G13340	3	F	#a5adb5	165,173,181
AT3G13350	3	F	#a5adb5	165,173,181
AT3G13360	3	F	#a5adb5	165,173,181
AT3G13370	3	F	#a5adb5	165,173,181
AT3G13380	3	F	#a5adb5	165,173,181
AT3G13390	3	F	#a5adb5	165,173,181
AT3G13400	3	F	#a5adb5	165,173,181
AT3G13404	3	F	#a5adb5	165,173,181
AT3G13403	3	F	#a5adb5	165,173,181
AT3G13405	3	F	#a5adb5	165,173,181
AT3G13410	3	F	#a5adb5	165,173,181
AT3G13420	3	F	#a5adb5	165,173,181
AT3G13430	3	F	#a5adb5	165,173,181
AT3G13432	3	F	#a5adb5	165,173,181
AT3G13433	3	F	#a5adb5	165,173,181
AT3G13435	3	F	#a5adb5	165,173,181
AT3G13437	3	F	#a5adb5	165,173,181
AT3G13438	3	F	#a5adb5	165,173,181
AT3G13440	3	F	#a5adb5	165,173,181
AT3G13445	3	F	#a5adb5	165,173,181
AT3G13450	3	F	#a5adb5	165,173,181
AT3G13460	3	F	#a5adb5	165,173,181
AT3G13470	3	F	#a5adb5	165,173,181
AT3G13480	3	F	#a5adb5	165,173,181
AT3G13490	3	F	#a5adb5	165,173,181
AT3G13500	3	F	#a5adb5	165,173,181
AT3G13510	3	F	#a5adb5	165,173,181
AT3G13520	3	F	#a5adb5	165,173,181
AT3G13525	3	F	#a5adb5	165,173,181
AT3G13530	3	F	#a5adb5	165,173,181
AT3G13540	3	F	#a5adb5	165,173,181
AT3G13550	3	F	#a5adb5	165,173,181
AT3G13560	3	F	#a5adb5	165,173,181
AT3G13570	3	F	#a5adb5	165,173,181
AT3G13580	3	F	#a5adb5	165,173,181
AT3G13590	3	F	#a5adb5	165,173,181
AT3G13594	3	F	#a5adb5	165,173,181
AT3G13600	3	F	#a5adb5	165,173,181
AT3G13610	3	F	#a5adb5	165,173,181
AT3G13620	3	F	#a5adb5	165,173,181
AT3G13624	3	F	#a5adb5	165,173,181
AT3G13630	3	F	#a5adb5	165,173,181
AT3G13640	3	F	#a5adb5	165,173,181
AT3G13650	3	F	#a5adb5	165,173,181
AT3G13660	3	F	#a5adb5	165,173,181
AT3G13662	3	F	#a5adb5	165,173,181
AT3G13670	3	F	#a5adb5	165,173,181
AT3G13672	3	F	#a5adb5	165,173,181
AT3G13674	3	F	#a5adb5	165,173,181
AT3G13677	3	F	#a5adb5	165,173,181
