Bna	Ath_uniprot	Ath_agi	ACK_block	consensus_ACK	consensus_score	Ath_position	Ath_increment
C01p19300.1_BnaDAR	F4JQ41	AT4G24080	U	U	6179.31	25676	2
C01p19310.1_BnaDAR	A0A1P8B4A5	AT4G24100	U	U	6606.12	25678	2
C01p19320.1_BnaDAR	O22980	AT4G24110	U	U	6097.42	25679	1
C01p19350.1_BnaDAR	O22978	AT4G24130	U	U	6136.57	25681	2
C01p19370.1_BnaDAR	Q9SU44	AT4G24150	U	U	6253.76	25683	2
C01p19380.1_BnaDAR	O22975	AT4G24160	U	U	6441.39	25684	1
C01p19390.1_BnaDAR	F4JQ51	AT4G24170	U	U	6732.93	25685	1
C01p19430.1_BnaDAR	A0A1P8B554	AT4G24180	U	U	6358.67	25687	2
C01p19440.1_BnaDAR	Q9STX5	AT4G24190	U	U	6832.51	25688	1
C01p19450.1_BnaDAR	B3H489	AT4G24204	U	U	6172.53	25690	2
C01p19460.1_BnaDAR	Q9STX3	AT4G24210	U	U	6157.54	25691	1
C01p19470.1_BnaDAR	Q9STX2	AT4G24220	U	U	6410.9	25692	1
C01p19500.1_BnaDAR	Q9STX1	AT4G24230	U	U	6190.52	25693	1
C01p19520.1_BnaDAR	Q9STX0	AT4G24240	U	U	6251.44	25695	2
C01p19530.1_BnaDAR	Q94KB2	AT4G24250	U	U	6561.35	25696	1
C01p19540.1_BnaDAR	A0A1P8B8R8	AT4G24265	U	U	6290.57	25698	2
C01p19580.1_BnaDAR	F4JQ75	AT4G24270	U	U	6873.38	25699	1
C01p19590.1_BnaDAR	Q84R17	AT4G24275	U	U	6431.42	25700	1
C01p19600.1_BnaDAR	Q9LTX9	AT4G24280	U	U	7130.44	25701	1
C01p19610.1_BnaDAR	Q9LTX9	AT4G24280	U	U	7193.29	25701	0
C01p19630.1_BnaDAR	Q9LTX9	AT4G24280	U	U	7166.66	25701	0
C01p19640.1_BnaDAR	Q9STW5	AT4G24290	U	U	7265.09	25702	1
C01p19650.1_BnaDAR	Q9STW3	AT4G24310	U	U	6892.28	25704	2
C01p19660.1_BnaDAR	Q9STW2	AT4G24320	U	U	7040.3	25705	1
C01p19670.1_BnaDAR	Q9STW1	AT4G24330	U	U	7047.49	25706	1
C01p19680.1_BnaDAR	Q94K59	AT4G24350	U	U	7045.31	25708	2
C01p19690.1_BnaDAR	Q94K59	AT4G24350	U	U	7076.37	25708	0
C01p19700.1_BnaDAR	Q9STV7	AT4G24370	U	U	6916.29	25709	1
C01p19710.1_BnaDAR	A0A1P8B8P6	AT4G24380	U	U	7090.4	25710	1
C01p19720.1_BnaDAR	Q8RWQ8	AT4G24390	U	U	7519.48	25711	1
C01p19730.1_BnaDAR	Q9LDI3	AT4G24400	U	U	7643.37	25712	1
C01p19740.1_BnaDAR	Q9STV1	AT4G24430	U	U	7998.39	25716	4
C01p19750.1_BnaDAR	Q9S9K1	AT4G24430	U	U	7529.88	25716	0
C01p19760.1_BnaDAR	Q9STV0	AT4G24450	U	U	8768.98	25718	2
C01p19770.1_BnaDAR	A1L4X0	AT4G24460	U	U	8035.46	25719	1
C01p19780.1_BnaDAR	Q9LRH6	AT4G24470	U	U	7963.61	25720	1
C01p19790.1_BnaDAR	F4JQX7	AT4G24480	U	U	8468.17	25721	1
C01p19800.1_BnaDAR	Q8VYB7	AT4G24490	U	U	8253.69	25722	1
C01p19810.1_BnaDAR	Q9SB47	AT4G24500	U	U	8126.93	25723	1
C01p19820.1_BnaDAR	Q9SB48	AT4G24520	U	U	8452.94	25725	2
C01p19840.1_BnaDAR	Q9SB48	AT4G24520	U	U	8449.32	25725	0
C01p19850.1_BnaDAR	Q7Y030	AT4G24530	U	U	8194.81	25726	1
C01p19860.1_BnaDAR	Q6NQH9	AT5G25540	Q	U	7706.75	9616	-16110
C01p19880.1_BnaDAR	Q9SB50	AT4G24550	U	U	8162.7	25728	16112
C01p19890.1_BnaDAR	Q9SB51	AT4G24560	U	U	8419.17	25729	1
C01p19900.1_BnaDAR	Q9SB52	AT4G24570	U	U	7961.04	25730	1
C01p19910.1_BnaDAR	F4JQZ3	AT4G24580	U	U	8191.47	25731	1
C01p19930.1_BnaDAR	A0A1P8B5V8	AT4G24590	U	U	7815.74	25732	1
C01p19940.1_BnaDAR	F4JQZ7	AT4G24610	U	U	8619.99	25734	2
C01p19950.1_BnaDAR	Q8H103	AT4G24620	U	U	8065.34	25736	2
C01p19960.1_BnaDAR	Q9SB58	AT4G24630	U	U	7703.81	25737	1
C01p19970.1_BnaDAR	Q9SB59	AT4G24640	U	U	7425.43	25738	1
C01p19980.1_BnaDAR	Q9SB61	AT4G24660	U	U	7430.47	25741	3
C01p20000.1_BnaDAR	Q94A02	AT4G24670	U	U	7630.04	25742	1
C01p20010.1_BnaDAR	Q9SB63	AT4G24680	U	U	8022.73	25743	1
C01p20020.1_BnaDAR	Q9SB64	AT4G24690	U	U	7536.97	25744	1
C01p20030.1_BnaDAR	Q8H1F9	AT4G24710	U	U	7315.94	25746	2
C01p20040.1_BnaDAR	Q9SB67	AT4G24715	NA	U	6816.17	25747	1
C01p20050.1_BnaDAR	Q0WWT7	AT4G24750	U	U	7202.3	25750	3
C01p20060.1_BnaDAR	Q9SB70	AT4G24760	U	U	7057.35	25751	1
C01p20070.1_BnaDAR	Q04836	AT4G24770	U	U	6882.6	25752	1
C01p20080.1_BnaDAR	Q9C5M8	AT4G24780	U	U	7018.02	25753	1
C01p20090.1_BnaDAR	F4JRP8	AT4G24790	U	U	7172.7	25754	1
C01p20100.1_BnaDAR	Q8W4Q4	AT4G24800	U	U	7039.52	25755	1
C01p20120.1_BnaDAR	Q93Y35	AT4G24820	U	U	6583.58	25758	3
C01p20130.1_BnaDAR	Q9SZX3	AT4G24830	U	U	6491.59	25759	1
C01p20140.1_BnaDAR	F4JRR1	AT4G24840	U	U	6384.53	25760	1
C01p20150.1_BnaDAR	Q8LC95	AT4G31840	U	U	5509.73	26526	766
C01p20160.1_BnaDAR	P58051	AT5G25180	Q	U	5432.9	9575	-16951
C01p20170.1_BnaDAR	Q8H1R2	AT4G24890	U	U	5893.67	25763	16188
C01p20180.1_BnaDAR	F4JRR5	AT4G24900	U	U	5297.12	25764	1
C01p20190.1_BnaDAR	Q9SW35	AT4G24910	U	U	5134.07	25765	1
C01p20200.1_BnaDAR	P0DI75	AT4G24920	U	U	4884.32	25766	1
C01p20200.1_BnaDAR	P0DI74	AT4G24920	U	U	4884.32	25766	0
C01p20210.1_BnaDAR	Q9SW33	AT4G24930	U	U	4926.57	25767	1
C01p20220.1_BnaDAR	P0DI13	AT4G24940	U	U	4974.81	25768	1
C01p20230.1_BnaDAR	Q9LZH9	AT4G24950	U	U	4635.04	25769	1
C01p20240.1_BnaDAR	Q9S760	AT4G24960	U	U	4674.96	25770	1
C01p20260.1_BnaDAR	F4JRS4	AT4G24970	U	U	5049.75	25771	1
C01p20270.1_BnaDAR	Q6TLJ2	AT4G24972	U	U	4556.99	25772	1
C01p20280.1_BnaDAR	Q9SW27	AT4G24990	U	U	4487.61	25777	5
C01p20300.1_BnaDAR	Q9SW25	AT4G25010	U	U	4568.38	25779	2
C01p20310.1_BnaDAR	Q9SW23	AT4G25030	U	U	4563.92	25781	2
C01p20320.1_BnaDAR	Q9XGY4	AT5G50810	W2	U	4257.66	11674	-14107
C01p20450.1_BnaDAR	Q9M0L3	AT4G25040	U	U	4393.72	25782	14108
C01p20460.1_BnaDAR	Q9SW21	AT4G25050	U	U	4367.15	25783	1
C01p20470.1_BnaDAR	A0MFT2	AT4G25070	U	U	4587.14	25784	1
C01p20480.1_BnaDAR	Q9SW18	AT4G25080	U	U	4608.09	25785	1
C01p20510.1_BnaDAR	P21276	AT4G25100	U	U	4560.72	25787	2
C01p20520.1_BnaDAR	Q7XJE5	AT4G25110	U	U	4694.85	25788	1
C01p20530.1_BnaDAR	P54150	AT4G25130	U	U	4606.56	25790	2
C01p20540.1_BnaDAR	P29525	AT4G25140	U	U	4531.77	25791	1
C01p20550.1_BnaDAR	Q9SW12	AT4G25150	U	U	4661.55	25792	1
C01p20560.1_BnaDAR	Q9SW11	AT4G25160	U	U	5127.83	25793	1
C01p20580.1_BnaDAR	F4JSI0	AT4G25170	U	U	4682.03	25794	1
C01p20590.1_BnaDAR	Q9FH57	AT4G36240	U	U	4480.5	27008	1214
C01p20600.1_BnaDAR	Q6ICW8	AT4G25180	U	U	4574.69	25795	-1213
C01p20640.1_BnaDAR	Q96331	AT4G25200	U	U	4545.89	25797	2
C01p20690.1_BnaDAR	Q1PED2	AT4G25210	U	U	4509.07	25798	1
C01p20700.1_BnaDAR	Q9SB41	AT4G25220	U	U	4861.52	25799	1
C01p20710.1_BnaDAR	A0A1P8B6J2	AT4G25225	U	U	4440.97	25800	1
C01p20720.1_BnaDAR	Q8VXX5	AT4G25240	U	U	4962.66	25802	2
C01p20730.1_BnaDAR	Q9SB38	AT4G25250	U	U	4474.08	25803	1
C01p20750.1_BnaDAR	Q9SB38	AT4G25250	U	U	4445.16	25803	0
C01p20760.1_BnaDAR	Q9SB37	AT4G25260	U	U	4530.53	25804	1
C01p20770.1_BnaDAR	Q9SB36	AT4G25270	U	U	4826.36	25805	1
C01p20780.1_BnaDAR	Q6NMK6	AT4G25280	U	U	4590.22	25806	1
C01p20840.1_BnaDAR	Q147K0	AT4G25315	U	U	4488.77	25810	4
C01p20850.1_BnaDAR	Q9SB31	AT4G25320	U	U	4648.74	25811	1
C01p20860.1_BnaDAR	Q93ZG9	AT4G25340	U	U	4510.95	25813	2
C01p20870.1_BnaDAR	Q8VYS5	AT4G25360	U	U	4880.77	25815	2
C01p20890.1_BnaDAR	Q9STJ6	AT4G25410	U	U	4598.84	25820	5
C01p20890.1_BnaDAR	Q9FLI0	AT5G51790	W2	U	4598.84	11775	-14045
C01p20950.1_BnaDAR	Q39110	AT4G25420	U	U	4811.87	25821	14046
C01p21030.1_BnaDAR	Q6NLQ4	AT4G25433	U	U	4561.32	25823	2
C01p21040.1_BnaDAR	Q6NPD7	AT4G25434	U	U	4748.11	25824	1
C01p21050.1_BnaDAR	Q9FNZ2	AT4G25440	U	U	4857.29	25825	1
C01p21070.1_BnaDAR	F4JT98	AT4G25515	U	U	4924.13	25832	7
C01p21100.1_BnaDAR	Q8GXS3	AT4G25550	U	U	4762.83	25836	4
C01p21110.1_BnaDAR	Q9M0K4	AT4G25560	U	U	4767.04	25837	1
C01p21130.1_BnaDAR	Q67ZM4	AT4G25590	U	U	4692.33	25840	3
C01p21140.1_BnaDAR	Q8GXT7	AT4G25600	U	U	4761.9	25841	1
C01p21150.1_BnaDAR	Q8RXF0	AT4G25610	U	U	5030.87	25842	1
C01p21160.1_BnaDAR	Q8GYX5	AT4G25620	U	U	4931.21	25843	1
C01p21170.1_BnaDAR	Q94AH9	AT4G25630	U	U	4923.24	25844	1
C01p21180.1_BnaDAR	F4JTB3	AT4G25640	U	U	5143.57	25845	1
C01p21190.1_BnaDAR	Q8W496	AT4G25650	U	U	5108.12	25846	1
C01p21200.1_BnaDAR	Q9SZZ4	AT4G25660	U	U	4862.43	25847	1
C01p21210.1_BnaDAR	Q94BX3	AT4G25670	U	U	4735.68	25848	1
C01p21230.1_BnaDAR	Q9FYM4	AT2G13760	H	U	4606.04	19671	-6177
C01p21230.1_BnaDAR	O82618	AT4G10230	P	U	4606.04	24098	4427
C01p21230.1_BnaDAR	Q9SKG8	AT2G13760	H	U	4606.04	19671	-4427
C01p21240.1_BnaDAR	Q9SZZ8	AT4G25700	U	U	4892.02	25851	6180
C01p21250.1_BnaDAR	Q84WV9	AT4G25720	U	U	4923.56	25854	3
C01p21300.1_BnaDAR	Q9LTF2	AT4G25740	U	U	4807.83	25856	2
C01p21310.1_BnaDAR	Q9SW08	AT4G25750	U	U	5213.3	25857	1
C01p21320.1_BnaDAR	Q9SW07	AT4G25760	U	U	4878.3	25858	1
C01p21330.1_BnaDAR	F4JTD8	AT4G25770	U	U	5140.05	25859	1
C01p21340.1_BnaDAR	Q9SW05	AT4G25780	U	U	4977.86	25860	1
C01p21350.1_BnaDAR	Q9SW04	AT4G25790	U	U	5026.19	25861	1
C01p21360.1_BnaDAR	Q0WVV6	AT4G25800	U	U	5349.64	25862	1
C01p21370.1_BnaDAR	Q38910	AT4G25810	U	U	5279.88	25863	1
C01p21380.1_BnaDAR	Q9ZSU4	AT4G25820	U	U	5309.2	25864	1
C01p21410.1_BnaDAR	Q8L8U9	AT4G25830	U	U	5231.34	25865	1
C01p21420.1_BnaDAR	Q8RY66	AT4G25835	U	U	5562.71	25866	1
C01p21440.1_BnaDAR	Q2V3E8	AT4G25845	U	U	5295.61	25868	2
C01p21450.1_BnaDAR	Q9SW00	AT4G25850	U	U	5623.05	25869	1
C01p21460.1_BnaDAR	Q9SVZ8	AT4G25870	U	U	5753.04	25871	2
C01p21470.1_BnaDAR	Q9C5E7	AT4G25880	U	U	5832.55	25872	1
C01p21480.1_BnaDAR	A0A1P8B4P1	AT4G38120	U	U	6440.9	27206	1334
C01p21490.1_BnaDAR	Q940G5	AT4G25900	U	U	5661.96	25874	-1332
C01p21500.1_BnaDAR	Q940G5	AT4G25900	U	U	5595.45	25874	0
C01p21510.1_BnaDAR	Q84RQ7	AT4G25910	U	U	5475.41	25875	1
C01p21520.1_BnaDAR	Q8VYT2	AT4G25940	U	U	5629.02	25878	3
C01p21540.1_BnaDAR	Q9SZH0	AT4G25950	U	U	5228.58	25879	1
C01p21550.1_BnaDAR	F4HXU8	AT1G14800	A	U	5130.31	1495	-24384
C01p21590.1_BnaDAR	A4GNA8	AT4G25970	U	U	5732.16	25881	24386
C01p21600.1_BnaDAR	Q9SZH2	AT4G25980	U	U	5360.69	25882	1
C01p21610.1_BnaDAR	Q94KJ2	AT4G25990	U	U	5218.23	25883	1
C01p21630.1_BnaDAR	Q9C9Y4	AT4G04690	O	U	4991.03	23736	-2147
C01p21630.1_BnaDAR	Q9CAE7	AT3G10430	F	U	4991.03	14483	-9253
C01p21630.1_BnaDAR	Q9S9V1	AT4G04690	O	U	4991.03	23736	9253
C01p21780.1_BnaDAR	Q93V93	AT4G26010	U	U	5276.47	25885	2149
C01p21810.1_BnaDAR	Q8RWE5	AT4G26050	U	U	5148.06	25889	4
C01p21820.1_BnaDAR	P49597	AT4G26080	U	U	5398.28	25893	4
C01p21830.1_BnaDAR	Q42484	AT4G26090	U	U	5744.78	25894	1
C01p21840.1_BnaDAR	Q94L32	AT2G44170	J	U	4982.32	NA	NA
C01p21850.1_BnaDAR	P42158	AT4G26100	U	U	5374.52	25895	NA
C01p21860.1_BnaDAR	P93002	AT4G26120	U	U	5225.93	25897	2
C01p21890.1_BnaDAR	A0A1P8ANJ8	AT1G52603	NA	U	4882.71	4325	-21572
C01p21900.1_BnaDAR	Q9SZI2	AT4G26110	U	U	5145.85	25896	21571
C01p21910.1_BnaDAR	Q9SZI3	AT4G26120	U	U	5294.92	25897	1
C01p21920.1_BnaDAR	Q9SZI4	AT4G26130	U	U	4996.28	25898	1
C01p21940.1_BnaDAR	Q9SCV0	AT4G26140	U	U	5553.22	25899	1
C01p21950.1_BnaDAR	Q9SZI6	AT4G26150	U	U	4806.01	25901	2
C01p21960.1_BnaDAR	Q8LEK4	AT4G26160	U	U	4814.12	25902	1
C01p21980.1_BnaDAR	F4JU69	AT4G26170	U	U	4746.1	25903	1
C01p21990.1_BnaDAR	F4JU70	AT4G26180	U	U	4916.3	25904	1
C01p22010.1_BnaDAR	Q9STR4	AT4G26200	U	U	4996.95	25906	2
C01p22050.1_BnaDAR	P51420	AT4G26230	U	U	4589.41	25909	3
C01p22060.1_BnaDAR	Q9C5D7	AT4G26220	U	U	4588.83	25908	-1
C01p22070.1_BnaDAR	Q9C5D7	AT4G26220	U	U	4630.28	25908	0
C01p22080.1_BnaDAR	Q9STR3	AT4G26210	U	U	4534.3	25907	-1
C01p22090.1_BnaDAR	Q94AA4	AT4G26270	U	U	4891.71	25913	6
C01p22100.1_BnaDAR	Q9STQ6	AT4G26280	U	U	4598.45	25914	1
C01p22120.1_BnaDAR	A8MS05	AT4G26288	U	U	4341.98	25915	1
C01p22130.1_BnaDAR	O23247	AT4G26300	U	U	4786.63	25917	2
C01p22170.1_BnaDAR	Q9STQ3	AT4G26320	U	U	4196.36	25919	2
C01p22200.1_BnaDAR	Q93XY7	AT4G26370	U	U	4388.82	25923	4
C01p22210.1_BnaDAR	Q8L5Z3	AT4G26400	U	U	4258.68	25926	3
C01p22220.1_BnaDAR	Q84K90	AT4G26410	U	U	4204.83	25927	1
C01p22230.1_BnaDAR	A0A1P8B4J0	AT4G26415	NA	U	3985.36	25928	1
C01p22270.1_BnaDAR	A0A1P8B4J0	AT4G26415	NA	U	3985.36	25928	0
C01p22280.1_BnaDAR	F4JUY5	AT4G26420	U	U	4304.05	25929	1
C01p22290.1_BnaDAR	Q8W1P0	AT4G26430	U	U	4325.77	25930	1
C01p22300.1_BnaDAR	O65590	AT4G26440	U	U	4386.69	25931	1
C01p22320.1_BnaDAR	Q9LFE7	AT5G16700	R	U	4052.62	8738	-17193
C01p22330.1_BnaDAR	Q9LFE7	AT5G16700	R	U	4052.62	8738	0
C01p22360.1_BnaDAR	P0CB21	AT4G26450	U	U	4541.49	25932	17194
C01p22370.1_BnaDAR	Q8GXA4	AT4G26455	U	U	4421.66	25933	1
C01p22390.1_BnaDAR	Q52K82	AT4G26470	U	U	4424.88	25936	3
C01p22400.1_BnaDAR	Q0WLR1	AT4G26480	U	U	4538.97	25937	1
C01p22440.1_BnaDAR	P0C8L4	AT4G26485	U	U	4396.64	25939	2
C01p22480.1_BnaDAR	Q56Y59	AT4G26490	U	U	4512.99	25940	1
C01p22490.1_BnaDAR	Q84W65	AT4G26500	U	U	4678.46	25942	2
C01p22510.1_BnaDAR	C0LGR3	AT4G26540	U	U	4859.16	25945	3
C01p22520.1_BnaDAR	Q9FKU4	AT4G26550	U	U	4733.37	25946	1
C01p22540.1_BnaDAR	Q8LEM7	AT4G26570	U	U	4795.56	25949	3
C01p22560.1_BnaDAR	A0A1P8B8R8	AT4G24265	U	U	4687.17	25698	-251
C01p22600.1_BnaDAR	F4JQ75	AT4G24270	U	U	4853.96	25699	1
C01p22610.1_BnaDAR	Q0WSW1	AT4G26580	U	U	5051.48	25950	251
C01p22620.1_BnaDAR	Q39048	AT4G24510	U	U	4897.33	25724	-226
C01p22630.1_BnaDAR	Q9SUA4	AT4G26590	U	U	5721.3	25951	227
C01p22640.1_BnaDAR	Q8VYM6	AT4G26600	U	U	5470.68	25952	1
C01p22650.1_BnaDAR	Q9SUA3	AT4G26610	U	U	5590.02	25953	1
C01p22660.1_BnaDAR	Q8LFZ9	AT4G26620	U	U	5553.63	25954	1
C01p22680.1_BnaDAR	Q9SUA1	AT4G26630	U	U	5316.87	25955	1
C01p22690.1_BnaDAR	Q93WV0	AT4G26640	U	U	5540.54	25956	1
C01p22710.1_BnaDAR	Q8W569	AT4G26650	U	U	5550.85	25957	1
C01p22720.1_BnaDAR	Q94EH2	AT4G26670	U	U	5370.7	25959	2
C01p22740.1_BnaDAR	Q9SZ10	AT4G26680	U	U	5409.27	25960	1
C01p22770.1_BnaDAR	Q9SZ11	AT4G26690	U	U	5848.58	25961	1
C01p22780.1_BnaDAR	Q7G188	AT4G26700	U	U	5737.85	25962	1
C01p22810.1_BnaDAR	O81270	AT4G26740	U	U	5381.61	25967	5
C01p22820.1_BnaDAR	Q8LEG3	AT4G26760	U	U	5476.1	25969	2
C01p22830.1_BnaDAR	Q1PE48	AT4G26770	U	U	5312.46	25970	1
C01p22870.1_BnaDAR	Q94K97	AT5G24490	Q	U	4818.27	9506	-16464
C01p22900.1_BnaDAR	Q94K97	AT5G24490	Q	U	4818.27	9506	0
C01p22930.1_BnaDAR	Q94K97	AT5G24490	Q	U	4818.27	9506	0
C01p22950.1_BnaDAR	Q94K97	AT5G24490	Q	U	4818.27	9506	0
C01p22990.1_BnaDAR	Q8VY93	AT4G26790	U	U	5212.43	25972	16466
C01p23000.1_BnaDAR	Q9SZ20	AT4G26800	U	U	5031.92	25973	1
C01p23010.1_BnaDAR	Q9SZ21	AT4G26810	U	U	5085.06	25974	1
C01p23030.1_BnaDAR	Q8RWE8	AT4G26850	U	U	5551.18	25978	4
C01p23040.1_BnaDAR	F4JVS4	AT4G26860	U	U	5515.02	25979	1
C01p23050.1_BnaDAR	Q9SZ28	AT4G26880	U	U	5433.79	25981	2
C01p23060.1_BnaDAR	F4JVS7	AT4G26890	U	U	5811.84	25982	1
C01p23080.1_BnaDAR	Q9SZ30	AT4G26900	U	U	6309.18	25983	1
C01p23090.1_BnaDAR	Q9LVA2	AT5G62370	X	U	5877.8	12906	-13077
C01p23100.1_BnaDAR	Q8RXY1	AT4G26965	U	U	6087.76	25990	13084
C01p23110.1_BnaDAR	Q8RY61	AT4G26990	U	U	6393.25	25993	3
C01p23120.1_BnaDAR	Q93W34	AT4G27000	U	U	6605.23	25994	1
C01p23130.1_BnaDAR	F4IBR2	AT4G27010	U	U	8751.29	25995	1
C01p23140.1_BnaDAR	Q9SZ41	AT4G27020	U	U	7658.27	25996	1
C01p23150.1_BnaDAR	Q9SZ42	AT4G27030	U	U	7345.91	25997	1
C01p23210.1_BnaDAR	Q9T041	AT4G27060	U	U	7819.85	26000	3
C01p23230.1_BnaDAR	Q9T043	AT4G27090	U	U	7162.88	26003	3
C01p23240.1_BnaDAR	Q8H1R9	AT4G27100	U	U	7444.15	26004	1
C01p23250.1_BnaDAR	Q9T045	AT4G27110	U	U	7573.19	26005	1
C01p23260.1_BnaDAR	Q94C53	AT4G27120	U	U	7063.13	26006	1
C01p23270.1_BnaDAR	P41568	AT4G27130	U	U	7022.01	26007	1
C01p23310.1_BnaDAR	P46864	AT4G27180	U	U	7478.31	26012	5
C01p23360.1_BnaDAR	Q9T048	AT4G27190	U	U	7477.69	26013	1
C01p23370.1_BnaDAR	O81826	AT4G27230	U	U	7063.64	26015	2
C01p23380.1_BnaDAR	O81827	AT4G27240	U	U	7270.1	26016	1
C01p23420.1_BnaDAR	O81829	AT4G27260	U	U	7599.3	26018	2
C01p23440.1_BnaDAR	O81831	AT4G27280	U	U	7123.64	26020	2
C01p23450.1_BnaDAR	O81832	AT4G27290	U	U	7735.9	26021	1
C01p23460.1_BnaDAR	O81833	AT4G27300	U	U	7696.45	26022	1
C01p23470.1_BnaDAR	Q6NQ64	AT4G27340	U	U	7398.59	26026	4
C01p23490.1_BnaDAR	Q8VZW5	AT4G27360	U	U	6851.23	26028	2
C01p23500.1_BnaDAR	F4K0A6	AT4G27370	U	U	7432.13	26029	1
C01p23510.1_BnaDAR	O81841	AT4G27380	U	U	6541.41	26030	1
C01p23520.1_BnaDAR	Q93VY3	AT4G27410	U	U	6740.3	26033	3
C01p23530.1_BnaDAR	Q9SZR9	AT4G27420	U	U	6929.43	26035	2
C01p23610.1_BnaDAR	O80386	AT4G27430	U	U	6826.06	26036	1
C01p23620.1_BnaDAR	Q940M6	AT4G27435	U	U	6207.62	26037	1
C01p23630.1_BnaDAR	P21218	AT4G27440	U	U	6306.86	26038	1
C01p23650.1_BnaDAR	Q84WQ5	AT4G27460	U	U	6100.47	26040	2
C01p23660.1_BnaDAR	F4JIW2	AT4G27480	U	U	6008.5	26042	2
C01p23670.1_BnaDAR	A2RVK7	AT4G27490	U	U	5784.82	26043	1
C01p23680.1_BnaDAR	O23144	AT4G27500	U	U	5676.95	26044	1
C01p23690.1_BnaDAR	Q5XV71	AT4G27510	U	U	5777.25	26045	1
C01p23700.1_BnaDAR	Q9T076	AT4G27520	U	U	5296.88	26046	1
C01p23710.1_BnaDAR	Q8LFP1	AT4G27540	U	U	5322.19	26048	2
C01p23720.1_BnaDAR	Q8L9A7	AT4G27580	U	U	5106.7	26053	5
C01p23730.1_BnaDAR	Q93VP9	AT4G27585	U	U	5386.74	26054	1
C01p23760.1_BnaDAR	F4JJN9	AT4G27590	U	U	5187.88	26055	1
C01p23770.1_BnaDAR	F4JJP1	AT4G27595	U	U	5345.8	26056	1
C01p23780.1_BnaDAR	Q84JD6	AT4G27610	U	U	5329.94	26058	2
C01p23850.1_BnaDAR	Q1PFC5	AT1G77405	E	U	5093.91	6777	-19281
C01p23860.1_BnaDAR	Q56Y15	AT4G27620	U	U	5357.3	26059	19282
C01p23870.1_BnaDAR	Q0WQG8	AT4G27630	U	U	5661.52	26060	1
C01p23880.1_BnaDAR	Q8W498	AT4G27640	U	U	6079.24	26061	1
C01p23920.1_BnaDAR	Q8RWI0	AT1G54520	C	U	5258.36	4542	-21519
C01p24030.1_BnaDAR	P31170	AT4G27670	U	U	5435.41	26067	21525
C01p24050.1_BnaDAR	Q94A65	AT4G27700	U	U	5476.95	26070	3
C01p24060.1_BnaDAR	Q9C5R0	AT4G27720	U	U	5762.62	26072	2
C01p24070.1_BnaDAR	Q9C5R0	AT4G27720	U	U	5782.67	26072	0
C01p24080.1_BnaDAR	Q9T095	AT4G27730	U	U	6042.38	26073	1
C01p24090.1_BnaDAR	Q2V3E2	AT4G27740	U	U	5285.71	26074	1
C01p24100.1_BnaDAR	Q9T096	AT4G27745	U	U	5273.01	26075	1
C01p24110.1_BnaDAR	Q84J43	AT4G27750	U	U	5426.43	26076	1
C01p24150.1_BnaDAR	F4JJR8	AT4G27760	U	U	5445.42	26077	1
C01p24160.1_BnaDAR	Q9STP8	AT4G27780	U	U	5284.45	26078	1
C01p24170.1_BnaDAR	Q9STP7	AT4G27790	U	U	5305.31	26079	1
C01p24200.1_BnaDAR	Q5S4T5	AT4G27810	U	U	5115.06	26081	2
C01p24230.1_BnaDAR	Q8W4P8	AT4G27860	U	U	5206.51	26087	6
C01p24240.1_BnaDAR	Q8LPT3	AT4G27870	U	U	5253.97	26088	1
C01p24260.1_BnaDAR	Q9STN7	AT4G27890	U	U	5038.32	26090	2
C01p24280.1_BnaDAR	Q8H1R0	AT4G27920	U	U	4975.19	26093	3
C01p24290.1_BnaDAR	Q944H5	AT4G27940	U	U	5148.82	26094	1
C01p24310.1_BnaDAR	Q944H5	AT4G27940	U	U	5081.66	26094	0
C01p24330.1_BnaDAR	Q944H5	AT4G27940	U	U	5056.55	26094	0
C01p24350.1_BnaDAR	Q944H5	AT4G27940	U	U	4816.04	26094	0
C01p24390.1_BnaDAR	Q944H5	AT4G27940	U	U	4726.33	26094	0
C01p24410.1_BnaDAR	Q9SUE3	AT4G27950	U	U	4826.82	26095	1
C01p24430.1_BnaDAR	Q9ASQ7	AT4G27970	U	U	5033.64	26097	2
C01p24440.1_BnaDAR	A0A1P8B5P0	AT4G28000	U	U	5206.72	26100	3
C01p24450.1_BnaDAR	Q9C5F3	AT4G28025	U	U	4481.02	26104	4
C01p24470.1_BnaDAR	Q9SUD5	AT4G28040	U	U	4602.36	26106	2
C01p24480.1_BnaDAR	Q9SUD4	AT4G28050	U	U	4407.87	26107	1
C01p24490.1_BnaDAR	Q9SUD3	AT4G28060	U	U	4164.73	26108	1
C01p24500.1_BnaDAR	Q5XET7	AT4G28070	U	U	4402.09	26110	2
C01p24510.1_BnaDAR	Q94AQ4	AT4G28085	U	U	3885.74	26112	2
C01p24520.1_BnaDAR	Q94AQ4	AT4G28085	U	U	3855.01	26112	0
C01p24530.1_BnaDAR	F4JKH9	AT4G28088	U	U	3876.49	26113	1
C01p24540.1_BnaDAR	Q9SUC9	AT4G28100	U	U	4030.19	26115	2
C01p24550.1_BnaDAR	Q9M0J5	AT4G28110	U	U	3951.23	26116	1
C01p24560.1_BnaDAR	Q9M0J3	AT4G28140	U	U	3829.01	26118	2
C01p24620.1_BnaDAR	F4JKI8	AT4G28170	U	U	3711.68	26121	3
